Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
3701;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Freital;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3702;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3703;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3704;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3705;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3706;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3707;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3708;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3709;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3710;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3711;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Lichtenstein/Sa.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3712;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3713;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3714;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3715;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3716;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3717;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3718;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3719;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3720;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3721;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3722;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3723;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Reichenbach im Vogtland;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3724;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3725;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3726;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Schwarzenberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3727;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3728;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Stollberg/Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3729;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3730;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3731;87070024;DEUTDEDB910;Deutsche Bank Privat und Geschäftskunden;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
3732;87095824;GENODEF1PL1;Volksbank Vogtland-Saale-Orla eG;Plauen, Vogtl;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3733;87095934;GENODEF1Z01;Volksbank Zwickau;Zwickau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3734;87095974;GENODEF1GC1;Volksbank-Raiffeisenbank Glauchau;Glauchau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3735;87096124;GENODEF1MIW;Volksbank;Mittweida;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3736;87096214;GENODEF1CH1;Volksbank Chemnitz;Chemnitz, Sachs;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
3737;;;;;;;;;;;;;;;;;;;;;;;;;;
3738;;;;;;;;;;;;;;;;;;;;;;;;;;
3739;;;;;;;;;;;;;;;;;;;;;;;;;;
3740;;;;;;;;;;;;;;;;;;;;;;;;;;
3741;;;;;;;;;;;;;;;;;;;;;;;;;;
3742;;;;;;;;;;;;;;;;;;;;;;;;;;
3743;;;;;;;;;;;;;;;;;;;;;;;;;;
3744;;;;;;;;;;;;;;;;;;;;;;;;;;
3745;;;;;;;;;;;;;;;;;;;;;;;;;;
3746;;;;;;;;;;;;;;;;;;;;;;;;;;
3747;;;;;;;;;;;;;;;;;;;;;;;;;;
3748;;;;;;;;;;;;;;;;;;;;;;;;;;
3749;;;;;;;;;;;;;;;;;;;;;;;;;;
3750;;;;;;;;;;;;;;;;;;;;;;;;;;
3751;;;;;;;;;;;;;;;;;;;;;;;;;;
3752;;;;;;;;;;;;;;;;;;;;;;;;;;
3753;;;;;;;;;;;;;;;;;;;;;;;;;;
3754;;;;;;;;;;;;;;;;;;;;;;;;;;
3755;;;;;;;;;;;;;;;;;;;;;;;;;;
3756;;;;;;;;;;;;;;;;;;;;;;;;;;
3757;;;;;;;;;;;;;;;;;;;;;;;;;;
3758;;;;;;;;;;;;;;;;;;;;;;;;;;
3759;;;;;;;;;;;;;;;;;;;;;;;;;;
3760;;;;;;;;;;;;;;;;;;;;;;;;;;
3761;;;;;;;;;;;;;;;;;;;;;;;;;;
3762;;;;;;;;;;;;;;;;;;;;;;;;;;
3763;;;;;;;;;;;;;;;;;;;;;;;;;;
3764;;;;;;;;;;;;;;;;;;;;;;;;;;
3765;;;;;;;;;;;;;;;;;;;;;;;;;;
3766;;;;;;;;;;;;;;;;;;;;;;;;;;
3767;;;;;;;;;;;;;;;;;;;;;;;;;;
3768;;;;;;;;;;;;;;;;;;;;;;;;;;
3769;;;;;;;;;;;;;;;;;;;;;;;;;;
3770;;;;;;;;;;;;;;;;;;;;;;;;;;
3771;;;;;;;;;;;;;;;;;;;;;;;;;;
3772;;;;;;;;;;;;;;;;;;;;;;;;;;
3773;;;;;;;;;;;;;;;;;;;;;;;;;;
3774;;;;;;;;;;;;;;;;;;;;;;;;;;
3775;;;;;;;;;;;;;;;;;;;;;;;;;;
3776;;;;;;;;;;;;;;;;;;;;;;;;;;
3777;;;;;;;;;;;;;;;;;;;;;;;;;;
3778;;;;;;;;;;;;;;;;;;;;;;;;;;
3779;;;;;;;;;;;;;;;;;;;;;;;;;;
3780;;;;;;;;;;;;;;;;;;;;;;;;;;
3781;;;;;;;;;;;;;;;;;;;;;;;;;;
3782;;;;;;;;;;;;;;;;;;;;;;;;;;
3783;;;;;;;;;;;;;;;;;;;;;;;;;;
3784;;;;;;;;;;;;;;;;;;;;;;;;;;
3785;;;;;;;;;;;;;;;;;;;;;;;;;;
3786;;;;;;;;;;;;;;;;;;;;;;;;;;
3787;;;;;;;;;;;;;;;;;;;;;;;;;;
3788;;;;;;;;;;;;;;;;;;;;;;;;;;
3789;;;;;;;;;;;;;;;;;;;;;;;;;;
3790;;;;;;;;;;;;;;;;;;;;;;;;;;
3791;;;;;;;;;;;;;;;;;;;;;;;;;;
3792;;;;;;;;;;;;;;;;;;;;;;;;;;
3793;;;;;;;;;;;;;;;;;;;;;;;;;;
3794;;;;;;;;;;;;;;;;;;;;;;;;;;
3795;;;;;;;;;;;;;;;;;;;;;;;;;;
3796;;;;;;;;;;;;;;;;;;;;;;;;;;
3797;;;;;;;;;;;;;;;;;;;;;;;;;;
3798;;;;;;;;;;;;;;;;;;;;;;;;;;
3799;;;;;;;;;;;;;;;;;;;;;;;;;;
3800;;;;;;;;;;;;;;;;;;;;;;;;;;
3801;;;;;;;;;;;;;;;;;;;;;;;;;;
3802;;;;;;;;;;;;;;;;;;;;;;;;;;
3803;;;;;;;;;;;;;;;;;;;;;;;;;;
3804;;;;;;;;;;;;;;;;;;;;;;;;;;
3805;;;;;;;;;;;;;;;;;;;;;;;;;;
3806;;;;;;;;;;;;;;;;;;;;;;;;;;
3807;;;;;;;;;;;;;;;;;;;;;;;;;;
3808;;;;;;;;;;;;;;;;;;;;;;;;;;
3809;;;;;;;;;;;;;;;;;;;;;;;;;;
3810;;;;;;;;;;;;;;;;;;;;;;;;;;
3811;;;;;;;;;;;;;;;;;;;;;;;;;;
3812;;;;;;;;;;;;;;;;;;;;;;;;;;
3813;;;;;;;;;;;;;;;;;;;;;;;;;;
3814;;;;;;;;;;;;;;;;;;;;;;;;;;
3815;;;;;;;;;;;;;;;;;;;;;;;;;;
3816;;;;;;;;;;;;;;;;;;;;;;;;;;
3817;;;;;;;;;;;;;;;;;;;;;;;;;;
3818;;;;;;;;;;;;;;;;;;;;;;;;;;
3819;;;;;;;;;;;;;;;;;;;;;;;;;;
3820;;;;;;;;;;;;;;;;;;;;;;;;;;
3821;;;;;;;;;;;;;;;;;;;;;;;;;;
3822;;;;;;;;;;;;;;;;;;;;;;;;;;
3823;;;;;;;;;;;;;;;;;;;;;;;;;;
3824;;;;;;;;;;;;;;;;;;;;;;;;;;
3825;;;;;;;;;;;;;;;;;;;;;;;;;;
3826;;;;;;;;;;;;;;;;;;;;;;;;;;
3827;;;;;;;;;;;;;;;;;;;;;;;;;;
3828;;;;;;;;;;;;;;;;;;;;;;;;;;
3829;;;;;;;;;;;;;;;;;;;;;;;;;;
3830;;;;;;;;;;;;;;;;;;;;;;;;;;
3831;;;;;;;;;;;;;;;;;;;;;;;;;;
3832;;;;;;;;;;;;;;;;;;;;;;;;;;
3833;;;;;;;;;;;;;;;;;;;;;;;;;;
3834;;;;;;;;;;;;;;;;;;;;;;;;;;
3835;;;;;;;;;;;;;;;;;;;;;;;;;;
3836;;;;;;;;;;;;;;;;;;;;;;;;;;
3837;;;;;;;;;;;;;;;;;;;;;;;;;;
3838;;;;;;;;;;;;;;;;;;;;;;;;;;
3839;;;;;;;;;;;;;;;;;;;;;;;;;;
3840;;;;;;;;;;;;;;;;;;;;;;;;;;
3841;;;;;;;;;;;;;;;;;;;;;;;;;;
3842;;;;;;;;;;;;;;;;;;;;;;;;;;
3843;;;;;;;;;;;;;;;;;;;;;;;;;;
3844;;;;;;;;;;;;;;;;;;;;;;;;;;
3845;;;;;;;;;;;;;;;;;;;;;;;;;;
3846;;;;;;;;;;;;;;;;;;;;;;;;;;
3847;;;;;;;;;;;;;;;;;;;;;;;;;;
3848;;;;;;;;;;;;;;;;;;;;;;;;;;
3849;;;;;;;;;;;;;;;;;;;;;;;;;;
3850;;;;;;;;;;;;;;;;;;;;;;;;;;
3851;;;;;;;;;;;;;;;;;;;;;;;;;;
3852;;;;;;;;;;;;;;;;;;;;;;;;;;
3853;;;;;;;;;;;;;;;;;;;;;;;;;;
3854;;;;;;;;;;;;;;;;;;;;;;;;;;
3855;;;;;;;;;;;;;;;;;;;;;;;;;;
3856;;;;;;;;;;;;;;;;;;;;;;;;;;
3857;;;;;;;;;;;;;;;;;;;;;;;;;;
3858;;;;;;;;;;;;;;;;;;;;;;;;;;
3859;;;;;;;;;;;;;;;;;;;;;;;;;;
3860;;;;;;;;;;;;;;;;;;;;;;;;;;
3861;;;;;;;;;;;;;;;;;;;;;;;;;;
3862;;;;;;;;;;;;;;;;;;;;;;;;;;
3863;;;;;;;;;;;;;;;;;;;;;;;;;;
3864;;;;;;;;;;;;;;;;;;;;;;;;;;
3865;;;;;;;;;;;;;;;;;;;;;;;;;;
3866;;;;;;;;;;;;;;;;;;;;;;;;;;
3867;;;;;;;;;;;;;;;;;;;;;;;;;;
3868;;;;;;;;;;;;;;;;;;;;;;;;;;
3869;;;;;;;;;;;;;;;;;;;;;;;;;;
3870;;;;;;;;;;;;;;;;;;;;;;;;;;
3871;;;;;;;;;;;;;;;;;;;;;;;;;;
3872;;;;;;;;;;;;;;;;;;;;;;;;;;
3873;;;;;;;;;;;;;;;;;;;;;;;;;;
3874;;;;;;;;;;;;;;;;;;;;;;;;;;
3875;;;;;;;;;;;;;;;;;;;;;;;;;;
3876;;;;;;;;;;;;;;;;;;;;;;;;;;
3877;;;;;;;;;;;;;;;;;;;;;;;;;;
3878;;;;;;;;;;;;;;;;;;;;;;;;;;
3879;;;;;;;;;;;;;;;;;;;;;;;;;;
3880;;;;;;;;;;;;;;;;;;;;;;;;;;
3881;;;;;;;;;;;;;;;;;;;;;;;;;;
3882;;;;;;;;;;;;;;;;;;;;;;;;;;
3883;;;;;;;;;;;;;;;;;;;;;;;;;;
3884;;;;;;;;;;;;;;;;;;;;;;;;;;
3885;;;;;;;;;;;;;;;;;;;;;;;;;;
3886;;;;;;;;;;;;;;;;;;;;;;;;;;
3887;;;;;;;;;;;;;;;;;;;;;;;;;;
3888;;;;;;;;;;;;;;;;;;;;;;;;;;
3889;;;;;;;;;;;;;;;;;;;;;;;;;;
3890;;;;;;;;;;;;;;;;;;;;;;;;;;
3891;;;;;;;;;;;;;;;;;;;;;;;;;;
3892;;;;;;;;;;;;;;;;;;;;;;;;;;
3893;;;;;;;;;;;;;;;;;;;;;;;;;;
3894;;;;;;;;;;;;;;;;;;;;;;;;;;
3895;;;;;;;;;;;;;;;;;;;;;;;;;;
3896;;;;;;;;;;;;;;;;;;;;;;;;;;
3897;;;;;;;;;;;;;;;;;;;;;;;;;;
3898;;;;;;;;;;;;;;;;;;;;;;;;;;
3899;;;;;;;;;;;;;;;;;;;;;;;;;;
3900;;;;;;;;;;;;;;;;;;;;;;;;;;
3901;;;;;;;;;;;;;;;;;;;;;;;;;;
3902;;;;;;;;;;;;;;;;;;;;;;;;;;
3903;;;;;;;;;;;;;;;;;;;;;;;;;;
3904;;;;;;;;;;;;;;;;;;;;;;;;;;
3905;;;;;;;;;;;;;;;;;;;;;;;;;;
3906;;;;;;;;;;;;;;;;;;;;;;;;;;
3907;;;;;;;;;;;;;;;;;;;;;;;;;;
3908;;;;;;;;;;;;;;;;;;;;;;;;;;
3909;;;;;;;;;;;;;;;;;;;;;;;;;;
3910;;;;;;;;;;;;;;;;;;;;;;;;;;
3911;;;;;;;;;;;;;;;;;;;;;;;;;;
3912;;;;;;;;;;;;;;;;;;;;;;;;;;
3913;;;;;;;;;;;;;;;;;;;;;;;;;;
3914;;;;;;;;;;;;;;;;;;;;;;;;;;
3915;;;;;;;;;;;;;;;;;;;;;;;;;;
3916;;;;;;;;;;;;;;;;;;;;;;;;;;
3917;;;;;;;;;;;;;;;;;;;;;;;;;;
3918;;;;;;;;;;;;;;;;;;;;;;;;;;
3919;;;;;;;;;;;;;;;;;;;;;;;;;;
3920;;;;;;;;;;;;;;;;;;;;;;;;;;
3921;;;;;;;;;;;;;;;;;;;;;;;;;;
3922;;;;;;;;;;;;;;;;;;;;;;;;;;
3923;;;;;;;;;;;;;;;;;;;;;;;;;;
3924;;;;;;;;;;;;;;;;;;;;;;;;;;
3925;;;;;;;;;;;;;;;;;;;;;;;;;;
3926;;;;;;;;;;;;;;;;;;;;;;;;;;
3927;;;;;;;;;;;;;;;;;;;;;;;;;;
3928;;;;;;;;;;;;;;;;;;;;;;;;;;
3929;;;;;;;;;;;;;;;;;;;;;;;;;;
3930;;;;;;;;;;;;;;;;;;;;;;;;;;
3931;;;;;;;;;;;;;;;;;;;;;;;;;;
3932;;;;;;;;;;;;;;;;;;;;;;;;;;
3933;;;;;;;;;;;;;;;;;;;;;;;;;;
3934;;;;;;;;;;;;;;;;;;;;;;;;;;
3935;;;;;;;;;;;;;;;;;;;;;;;;;;
3936;;;;;;;;;;;;;;;;;;;;;;;;;;
3937;;;;;;;;;;;;;;;;;;;;;;;;;;
3938;;;;;;;;;;;;;;;;;;;;;;;;;;
3939;;;;;;;;;;;;;;;;;;;;;;;;;;
3940;;;;;;;;;;;;;;;;;;;;;;;;;;
3941;;;;;;;;;;;;;;;;;;;;;;;;;;
3942;;;;;;;;;;;;;;;;;;;;;;;;;;
3943;;;;;;;;;;;;;;;;;;;;;;;;;;
3944;;;;;;;;;;;;;;;;;;;;;;;;;;
3945;;;;;;;;;;;;;;;;;;;;;;;;;;
3946;;;;;;;;;;;;;;;;;;;;;;;;;;
3947;;;;;;;;;;;;;;;;;;;;;;;;;;
3948;;;;;;;;;;;;;;;;;;;;;;;;;;
3949;;;;;;;;;;;;;;;;;;;;;;;;;;
3950;;;;;;;;;;;;;;;;;;;;;;;;;;
3951;;;;;;;;;;;;;;;;;;;;;;;;;;
3952;;;;;;;;;;;;;;;;;;;;;;;;;;
3953;;;;;;;;;;;;;;;;;;;;;;;;;;
3954;;;;;;;;;;;;;;;;;;;;;;;;;;
3955;;;;;;;;;;;;;;;;;;;;;;;;;;
3956;;;;;;;;;;;;;;;;;;;;;;;;;;
3957;;;;;;;;;;;;;;;;;;;;;;;;;;
3958;;;;;;;;;;;;;;;;;;;;;;;;;;
3959;;;;;;;;;;;;;;;;;;;;;;;;;;
3960;;;;;;;;;;;;;;;;;;;;;;;;;;
3961;;;;;;;;;;;;;;;;;;;;;;;;;;
3962;;;;;;;;;;;;;;;;;;;;;;;;;;
3963;;;;;;;;;;;;;;;;;;;;;;;;;;
3964;;;;;;;;;;;;;;;;;;;;;;;;;;
3965;;;;;;;;;;;;;;;;;;;;;;;;;;
3966;;;;;;;;;;;;;;;;;;;;;;;;;;
3967;;;;;;;;;;;;;;;;;;;;;;;;;;
3968;;;;;;;;;;;;;;;;;;;;;;;;;;
3969;;;;;;;;;;;;;;;;;;;;;;;;;;
3970;;;;;;;;;;;;;;;;;;;;;;;;;;
3971;;;;;;;;;;;;;;;;;;;;;;;;;;
3972;;;;;;;;;;;;;;;;;;;;;;;;;;
3973;;;;;;;;;;;;;;;;;;;;;;;;;;
3974;;;;;;;;;;;;;;;;;;;;;;;;;;
3975;;;;;;;;;;;;;;;;;;;;;;;;;;
3976;;;;;;;;;;;;;;;;;;;;;;;;;;
3977;;;;;;;;;;;;;;;;;;;;;;;;;;
3978;;;;;;;;;;;;;;;;;;;;;;;;;;
3979;;;;;;;;;;;;;;;;;;;;;;;;;;
3980;;;;;;;;;;;;;;;;;;;;;;;;;;
3981;;;;;;;;;;;;;;;;;;;;;;;;;;
3982;;;;;;;;;;;;;;;;;;;;;;;;;;
3983;;;;;;;;;;;;;;;;;;;;;;;;;;
3984;;;;;;;;;;;;;;;;;;;;;;;;;;
3985;;;;;;;;;;;;;;;;;;;;;;;;;;
3986;;;;;;;;;;;;;;;;;;;;;;;;;;
3987;;;;;;;;;;;;;;;;;;;;;;;;;;
3988;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
